# Word list for a specific language.
# In this file, line starts with # (comments) and empty lines are ignored
# Word list is organize like this :	
# $GRAMMAR$ : describe how extract word and frequency from following list. 
# The grammar affect following lines, this way its possible to have several grammar in the file. 
# When a new grammar is found, it replace the actual grammar for the rest of list, until meet an other $GRAMMAR$ (or reach end of document)

# Default $GRAMMAR$ definition : 
$GRAMMAR$	<frequency>[SPACE]<word>
# Where :
# 		<frequency> is the place for the integer for frequency
# 		[SPACE] one or more "space characters" (Space, tabulation)
# 		<word> is the place for the "word"

# *****************************************
# ***   French word initial word list   ***
# *****************************************

$GRAMMAR$	<word>|<frequency>
magma|1
magmas|1
magmatique|1
magnanerie|1
magnanime|1
magnanimité|1
magnat|1
magnificence|1
magnifier|1
magnifique|1
magnifiquement|1
magnitude|1
magnolia|1
magnum|1
magnésite|1
magnétique|1
magnétiser|1
magnétiseur|1
magnétiseuse|1
magnétisme|1
magnétocassette|1
magnétophone|1
magnétoscope|1
magnétoélectrique|1
magot|1
magouille|1
magyar|1
magyare|1
maharadjah|1
maharaja|1
maharani|1
mahométan|1
mahométisme|1
mahonne|1
maie|1
maigre|1
maigrelet|1
maigrement|1
maigreur|1
maigrichon|1
maigriot|1
maigrir|1
mail|1
mailing|1
maillage|1
maille|1
maillechort|1
mailler|1
maillet|1
mailleton|1
mailloche|1
maillon|1
maillot|1
maillot de bain|1
maillotin|1
main|1
main-forte|1
mainate|1
mainates|1
mainmise|1
maint|1
maintenance|1
maintenant|1
maintenir|1
maintenu|1
maintien|1
maints|1
maire|1
mairie|1
mais|1
maison|1
maisonnette|1
maisonnée|1
majestueuse|1
majestueusement|1
majestueux|1
majesté|1
majeur|1
major|1
majoration|1
majordome|1
majorer|1
majoritairement|1
majorité|1
majuscule|1
maki|1
makimono|1
mal|1
mal de gorge|1
mal de mer|1
mal des ardents|1
mal sacré|1
mal vu|1
mal à propos|1
malabar|1
malade|1
malade mental|1
maladie|1
maladie bleue|1
maladie du légionnaire|1
maladif|1
maladivement|1
maladrerie|1
maladresse|1
maladroit|1
maladroite|1
maladroitement|1
malaire|1
malaires|1
malaise|1
malaisé|1
malaisément|1
malandrin|1
malappris|1
malaria|1
malarialogie|1
malavisé|1
malaxage|1
malaxer|1
malaxeur|1
malchance|1
malchanceux|1
malcommode|1
maldonne|1
malencontreusement|1
malencontreux|1
malentendant|1
malentendu|1
malfaisance|1
malfaisant|1
malfaiteur|1
malfamé|1
malfaçon|1
malformation|1
malfrat|1
malgré|1
malgré soi|1
malhabile|1
malhabilement|1
malheur|1
malheureusement|1
malheureux|1
malhonnête|1
malhonnêtement|1
malhonnêtes|1
malhonnêteté|1
malice|1
malicieusement|1
malicieux|1
maligne|1
malignité|1
malin|1
malingre|1
malintentionné|1
malle|1
mallette|1
malléabilité|1
malléable|1
malmener|1
malnutrition|1
malodorant|1
malotru|1
malpighie|1
malpoli|1
malpropre|1
malproprement|1
malpropreté|1
malsain|1
malsains|1
malsonnant|1
malséant|1
malt|1
maltaise|1
malthusien|1
maltraiter|1
malveillance|1
malveillant|1
malveillante|1
malvenu|1
malversation|1
malvoisie|1
malvoyant|1
malédiction|1
maléfice|1
maléfique|1
maman|1
mamelle|1
mamelon|1
mamelons|1
mamie|1
mammouth|1
mamours|1
management|1
manager|1
manageur|1
manant|1
manche|1
manche à balai|1
manchette|1
manchon|1
manchot|1
mandarin|1
mandarine|1
mandat|1
mandataire|1
mandater|1
mandats|1
mandaté|1
mandement|1
mander|1
mandibule|1
mandoline|1
mandore|1
mandorle|1
mandrill|1
manette|1
manette de jeu|1
mange-disque|1
mange-tout|1
mangeable|1
mangeaille|1
mangeant|1
mangeoire|1
mangeotter|1
manger|1
mangetout|1
mangeur|1
mangeuse|1
manglier|1
mangé|1
mangée|1
maniabilité|1
maniable|1
maniaco-dépressif|1
maniaque|1
maniaquerie|1
manichéen|1
manichéisme|1
manicle|1
manie|1
maniement|1
manier|1
manifestant|1
manifestation|1
manifeste|1
manifestement|1
manifester|1
manifesté|1
manigance|1
manigancer|1
manille|1
manillon|1
manipulable|1
manipulateur|1
manipulation|1
manipulatrice|1
manipuler|1
manipulé|1
manitou|1
manivelle|1
manière|1
maniérisme|1
maniérismes|1
maniéré|1
manne|1
mannequin|1
manoir|1
manomètre|1
manoque|1
manostat|1
manouche|1
manouvrier|1
manquant|1
manque|1
manquement|1
manquer|1
manqué|1
mansarde|1
mansuétude|1
mante|1
manteau|1
manteaux|1
mantelet|1
mantelets|1
mantille|1
manuel|1
manuellement|1
manufacture|1
manufacturer|1
manufacturier|1
manufacturière|1
manufacturé|1
manumission|1
manuscrit|1
manutention|1
manutentionnaire|1
manège|1
manèges|1
manécanterie|1
manoeuvrabilité|1
manoeuvrable|1
manoeuvre|1
manoeuvrer|1
maous|1
mappemonde|1
maquette|1
maquetter|1
maquettisme|1
maquettiste|1
maquillage|1
maquiller|1
maquillé|1
maquis|1
maquisard|1
marabout|1
marais|1
marais salant|1
marasme|1
marasquin|1
marathon|1
maraud|1
maraudage|1
maraude|1
marauder|1
maraudeur|1
maraîchage|1
maraîcher|1
maraîchère|1
marbre|1
marbrer|1
marbrure|1
marbré|1
marc|1
marcassin|1
marchand|1
marchandage|1
marchande|1
marchander|1
marchandise|1
marchant|1
marche|1
marchent|1
marchepied|1
marcher|1
marchera|1
marcherai|1
marcheraient|1
marcherais|1
marcherait|1
marcherez|1
marcheriez|1
marcherions|1
marcherons|1
marcheront|1
marches|1
marcheur|1
marcheuse|1
marché|1
marchéage|1
marcotte|1
marcotter|1
mare|1
marennes|1
mareyeur|1
mareyeuse|1
margaille|1
marge|1
margelle|1
marginal|1
marginalement|1
marginalisation|1
marginaliser|1
margotin|1
margotter|1
margoulette|1
marguerite|1
marguerite du Transvaal|1
marguillier|1
mari|1
mariable|1
mariage|1
mariages|1
marie|1
marier|1
marigot|1
marin|1
marine|1
mariner|1
marinier|1
marinière|1
mariolle|1
marionnette|1
marital|1
maritalement|1
maritime|1
marivaudage|1
marivauder|1
marié|1
mariée|1
marjolaine|1
marketing|1
marmaille|1
marmelade|1
marmite|1
marmiton|1
marmonnant|1
marmonnement|1
marmonner|1
marmoréen|1
marmot|1
marmotte|1
marmottement|1
marmotter|1
marnage|1
marne|1
marner|1
marneux|1
marocain|1
maroquinerie|1
marotte|1
maroufler|1
marquage|1
marquant|1
marque|1
marque-page|1
marquer|1
marqueter|1
marqueterie|1
marqueteur|1
marqueté|1
marqueur|1
marquise|1
marqué|1
marquée|1
marraine|1
marrant|1
marre|1
marrer|1
marri|1
marron|1
marron clair|1
marrube|1
marrube noir|1
mars|1
marseillais|1
marseillaise|1
marshall|1
marshmallow|1
marsouin|1
marteau|1
martelage|1
marteler|1
martelé|1
martial|1
martiale|1
martien|1
martinet|1
martiniquais|1
martre|1
martyr|1
martyre|1
martyriser|1
martèlement|1
marxisme|1
marâtre|1
marécage|1
marécageuse|1
marécageux|1
maréchal-ferrant|1
maréchalerie|1
maréchaussée|1
marée|1
mas|1
mascara|1
mascarade|1
mascaret|1
mascotte|1
masculin|1
masculiniser|1
masculinité|1
masquage|1
masque|1
masquer|1
masqué|1
massacre|1
massacrer|1
massacreur|1
massacré|1
massage|1
massaliote|1
masse|1
massepain|1
masser|1
massette|1
masseur|1
massicoter|1
massif|1
massifs|1
massivement|1
massue|1
massé|1
mastic|1
masticateur|1
mastication|1
mastiquer|1
mastoc|1
mastodonte|1
mastroquet|1
masure|1
mat|1
matador|1
matage|1
matamore|1
match|1
matchs|1
matelas|1
matelasser|1
matelassure|1
matelassée|1
matelot|1
matelote|1
mater|1
mater dolorosa|1
maternelle|1
maternelles|1
materner|1
maternité|1
maternités|1
mateur|1
mathématicien|1
mathématique|1
mathématiquement|1
matin|1
matinal|1
matinaux|1
matineux|1
matinée|1
matir|1
matière|1
matois|1
matoiserie|1
matos|1
matou|1
matraquage|1
matraque|1
matraquer|1
matriarcal|1
matriarcaux|1
matricaire|1
matrice|1
matricide|1
matricielle|1
matricule|1
matrimonial|1
matrimonialement|1
matrimoniaux|1
matrone|1
matthiole|1
maturation|1
maturation artificielle|1
mature|1
maturité|1
matutinal|1
matutinaux|1
matérialisation|1
matérialiser|1
matérialisme|1
matérialiste|1
matérialisé|1
matérialité|1
matériau|1
matériel|1
matériellement|1
maudire|1
maudit|1
maugréer|1
maure|1
mauresque|1
mausolée|1
mausolées|1
maussade|1
maussaderie|1
mauvais|1
mauvais tour|1
mauvaise|1
mauve|1
mauviette|1
mauvis|1
maux|1
maux sacrés|1
maxillaire|1
maximal|1
maximalisation|1
maximaliser|1
maxime|1
maximum|1
mazdéisme|1
mazout|1
mazouter|1
maçon|1
maçonner|1
maçonnerie|1
maçonnique|1
maître|1
maître chanteur|1
maître queux|1
maître-à-danser|1
maîtres|1
maîtresse|1
maîtrisable|1
maîtrise|1
maîtriser|1
maîtrises|1
maîtrisé|1
maïeuticien|1
maïeuticienne|1
maïeutique|1
maïzena|1
mec|1
meeting|1
meilleur|1
melon|1
membrane|1
membre|1
membres|1
membru|1
menace|1
menacer|1
menacé|1
menaçant|1
menaçante|1
mendiant|1
mendiante|1
mendicité|1
mendie|1
mendier|1
mendigot|1
meneau|1
meneaux|1
mener|1
meneur|1
meneuse|1
menhir|1
menotte|1
menottes|1
mensonge|1
mensonger|1
mensongèrement|1
mensongé|1
menstruation|1
menstruations|1
menstruel|1
menstruels|1
menstrues|1
mensualité|1
mensuration|1
mental|1
mentalement|1
mentalité|1
mentaux|1
menterie|1
menteur|1
menteuse|1
menthe|1
mention|1
mentionner|1
mentionné|1
mentir|1
mentonnière|1
mentor|1
menu|1
menue|1
menuiserie|1
menuisier|1
mené|1
menée|1
menées|1
mer|1
mercantile|1
mercantilisme|1
mercatique|1
mercenaire|1
merci|1
mercure|1
merde|1
merdeux|1
merguez|1
meringue|1
merle|1
merlin|1
merlu|1
merluche|1
merveille|1
merveilleuse|1
merveilleusement|1
merveilleux|1
merzlota|1
mescal|1
mescals|1
mesquin|1
mesquine|1
mesquinement|1
mesquinerie|1
mess|1
message|1
messager|1
messagerie|1
messe|1
messie|1
messire|1
mesurable|1
mesurage|1
mesure|1
mesurer|1
mesureur|1
mesuré|1
mets|1
mettable|1
mettre|1
mettre au point|1
mettre bas|1
mettre en marche|1
mettre en quarantaine|1
mettre en rapport|1
mettre à flot|1
mettre à jour|1
mettre à mort|1
meuble|1
meubler|1
meubles|1
meublé|1
meuglement|1
meugler|1
meule|1
meuler|1
meulé|1
meunerie|1
meunier|1
meurt|1
meurt-de-faim|1
meurtre|1
meurtri|1
meurtrier|1
meurtrir|1
meurtrissure|1
meurtrière|1
meurtrières|1
meute|1
meutes|1
mezzanine|1
mi-bas|1
mi-clos|1
mi-fin|1
mi-temps|1
miaou|1
miasmatique|1
miasme|1
miaulement|1
micelle|1
miche|1
micheline|1
micmac|1
micro|1
micro-ordinateur|1
micro-organisme|1
microbe|1
microbien|1
microbienne|1
microbus|1
microgravité|1
microphone|1
microprocesseur|1
microscope|1
microscopique|1
microscopiques|1
microsillon|1
miction|1
midi|1
midinette|1
mielleuse|1
mielleusement|1
mielleux|1
miette|1
mieux|1
mignon|1
mignonne|1
mignonnet|1
mignonnette|1
migraine|1
migrant|1
migrateur|1
migration|1
migrer|1
mijote|1
mijoter|1
mikado|1
milieu|1
militaire|1
militant|1
militantisme|1
militer|1
milk-shake|1
mille-pattes|1
millet|1
milliardaire|1
millénium|1
mime|1
mimer|1
mimique|1
mimodrame|1
mimolette|1
mimosa|1
mimétisme|1
minable|1
minauder|1
minauderie|1
minaudier|1
mince|1
minceur|1
mincir|1
mine|1
mine de plomb|1
miner|1
minerve|1
minestrone|1
minet|1
minette|1
mineur|1
miniature|1
miniaturiste|1
minibus|1
minijupe|1
minime|1
minimisation|1
minimiser|1
minimum|1
ministre|1
ministère|1
ministériel|1
ministériels|1
minium|1
minois|1
minoratif|1
minoterie|1
minotier|1
minuscule|1
minuscules|1
minutage|1
minute|1
minuteur|1
minutie|1
minutieuse|1
minutieusement|1
minutieux|1
minéral|1
minéralogie|1
mioche|1
mirabelle|1
miracle|1
miraculeux|1
miraculé|1
mirador|1
mirage|1
mirer|1
mirettes|1
mirliflore|1
mirliton|1
mirmillon|1
miro|1
mirobolant|1
miroir|1
miroitant|1
miroitement|1
miroiter|1
miroiterie|1
miroitier|1
mirée|1
mis|1
mis en condition|1
misandre|1
misandrie|1
misanthrope|1
miscible|1
mise|1
mise au point|1
mise bas|1
mise de niveau|1
mise en plis|1
mise en rapport|1
mise en relation|1
mise en route|1
mise sous pression|1
mise à jour|1
miser|1
mises|1
misogyne|1
misogynie|1
miss|1
missel|1
mission|1
missionnaire|1
missive|1
misère|1
misérable|1
misérablement|1
miséreuse|1
miséreux|1
miséricorde|1
miséricordieux|1
mitaine|1
miteuse|1
miteux|1
mithridatiser|1
mithridatisé|1
mitiger|1
mitigeur|1
mitigé|1
mitonner|1
mitose|1
mitoyen|1
mitoyenneté|1
mitraillade|1
mitraillage|1
mitraille|1
mitrailler|1
mitraillette|1
mitrailleur|1
mitraillé|1
mitron|1
mixage|1
mixer|1
mixeur|1
mixte|1
mixtes|1
mixtion|1
mixture|1
mixtures|1
mièvre|1
mièvrerie|1
mnémotechnique|1
mob|1
mobile|1
mobilier|1
mobilisateur|1
mobilisation|1
mobiliser|1
mobilisé|1
mobilité|1
mobylette|1
mocassin|1
modalité|1
modalités|1
mode|1
modelage|1
modeler|1
modeleur|1
modelé|1
moderne|1
modernisation|1
moderniser|1
moderniste|1
modeste|1
modestement|1
modestie|1
modicité|1
modifiable|1
modificateur|1
modification|1
modifier|1
modifié|1
modique|1
modiste|1
modulable|1
modulation|1
module|1
moduler|1
modulo|1
modulé|1
modèle|1
modèle réduit|1
modélisme|1
modéliste|1
modérant|1
modérantisme|1
modérateur|1
modération|1
modérer|1
modéré|1
modérée|1
modérément|1
moelle|1
moelleuse|1
moelleusement|1
moelleux|1
moellon|1
moere|1
mofette|1
mohair|1
moi|1
moi-même|1
moindre|1
moine|1
moineau|1
moirage|1
moire|1
moirer|1
moirure|1
moiré|1
mois|1
moisi|1
moisie|1
moisir|1
moisissure|1
moisson|1
moissonner|1
moissonneur|1
moite|1
moiteur|1
moitié|1
moitié moitié|1
molester|1
molette|1
mollasse|1
mollasson|1
mollement|1
mollesse|1
mollet|1
molletière|1
molletonner|1
mollir|1
mollo|1
mollusque|1
molosse|1
molène|1
molécule|1
moment|1
momentané|1
momentanément|1
momerie|1
momification|1
momifier|1
momifié|1
momordique|1
monacal|1
monarchie|1
monarchisme|1
monarchiste|1
monarque|1
monastique|1
monastère|1
monaural|1
monceau|1
mondain|1
mondaine|1
monde|1
monder|1
mondial|1
mondialement|1
mondialisation|1
mondialiser|1
mondialisme|1
mondiaux|1
mongol|1
mongolien|1
mongolisme|1
monial|1
moniteur|1
monitoire|1
monitorage|1
monitoring|1
monitrice|1
monnaie|1
monnaie-du-pape|1
monnayable|1
monnayer|1
monnayeur|1
monocellulaire|1
monochrome|1
monocle|1
monoclinique|1
monocorde|1
monocratie|1
monocyte|1
monogramme|1
monographie|1
monokini|1
monolingue|1
monolithe|1
monologue|1
monologuer|1
monomane|1
monomaniaque|1
monomanie|1
monophonique|1
monopole|1
monopolisateur|1
monopolisation|1
monopoliser|1
monosaccharide|1
monotone|1
monotonie|1
monovalent|1
monozygote|1
monoïque|1
monseigneur|1
monsieur|1
monstre|1
monstrueuse|1
monstrueusement|1
monstrueux|1
monstruosité|1
mont|1
mont de Vénus|1
mont-de-piété|1
montage|1
montagnard|1
montagne|1
montagneux|1
montant|1
montants|1
monte|1
monte-charge|1
monter|1
monteur|1
montgolfière|1
monticole|1
monticule|1
montrable|1
montrant|1
montre|1
montre-bracelet|1
montrer|1
montres|1
montres-bracelets|1
montreur|1
montré|1
montrée|1
montueux|1
monture|1
monté|1
montée|1
monument|1
monumental|1
monumentale|1
monumentaux|1
monuments|1
monème|1
monétaire|1
moquer|1
moquerie|1
moqueur|1
moqué|1
morailles|1
moral|1
morale|1
moralement|1
moralisant|1
moralisateur|1
moralisation|1
moraliser|1
moralisme|1
moraliste|1
moralité|1
moralités|1
moratoire|1
morbide|1
morbidesse|1
morbleu|1
morceau|1
morceaux|1
morceaux choisis|1
morcelable|1
morceler|1
morcellement|1
morcelé|1
mordacité|1
mordant|1
mordicus|1
mordillage|1
mordillement|1
mordiller|1
mordoré|1
mordre|1
mordu|1
morelle|1
moresque|1
morfal|1
morfondre|1
morfondu|1
morgeline|1
morgue|1
morguer|1
moribond|1
morigéner|1
morille|1
morillon|1
morne|1
mornifle|1
morose|1
morosité|1
morphine|1
morphinomane|1
morphologie|1
morphologique|1
morphopsychologie|1
morphème|1
morpion|1
mors|1
morse|1
morsure|1
mort|1
mort cérébrale|1
mort de dieu|1
mort-aux-rats|1
mortaise|1
mortaiser|1
mortaisé|1
morte|1
mortel|1
mortelle|1
mortels|1
mortier|1
mortifiant|1
mortification|1
mortifier|1
mortifié|1
mortifère|1
mortuaire|1
morue|1
morutier|1
morve|1
morveux|1
mosaïque|1
mosaïste|1
mosette|1
mot|1
mot de passe|1
mot-valise|1
motard|1
motel|1
moteur|1
motif|1
motilité|1
motion|1
motivant|1
motivante|1
motivation|1
motiver|1
motivztion|1
motivé|1
moto|1
motocross|1
motoculteur|1
motocycle|1
motocyclette|1
motocycliste|1
motoneige|1
motorisation|1
motoriser|1
motoski|1
mototracteur|1
motrice|1
motricité|1
mots-croisiste|1
motte|1
motteux|1
motus|1
mou|1
moucharabieh|1
mouchard|1
mouchardage|1
moucharder|1
mouche|1
mouche charbonneuse|1
mouche dorée|1
mouche verte|1
moucher|1
moucheter|1
mouchette|1
moucheté|1
mouchoir|1
moudjahid|1
moudjahidin|1
moudre|1
moue|1
mouette|1
mouette pillarde|1
mouffette|1
moufle|1
mouflet|1
mouflette|1
mouflon|1
moufter|1
mouillage|1
mouille|1
mouillement|1
mouiller|1
mouillette|1
mouillure|1
mouillé|1
mouillée|1
mouise|1
moujingue|1
moulage|1
moulant|1
moule|1
mouler|1
moulin|1
moulinet|1
moulinette|1
moulière|1
moult|1
moulu|1
moulure|1
moulurer|1
moulé|1
moumoute|1
mourant|1
mourir|1
mouron|1
mouron des oiseaux|1
mouscaille|1
mousquet|1
mousqueton|1
moussaillon|1
moussant|1
mousse|1
mousseline|1
mousser|1
mousseuse|1
mousseux|1
moussoir|1
mousson|1
moustache|1
moustachu|1
moustique|1
moutard|1
moutarde|1
moutier|1
mouton|1
moutonnant|1
moutonner|1
moutonneux|1
moutonnier|1
moutonné|1
mouture|1
mouvance|1
mouvant|1
mouvement|1
mouvements|1
mouvementé|1
mouvoir|1
moyen|1
moyen âgeux|1
moyen-oriental|1
moyennant|1
moyenne|1
moyennement|1
moyens|1
moyenâgeux|1
moïse|1
moût|1
mquerelle|1
mu|1
mucosité|1
mucus|1
mue|1
muer|1
muet|1
muette|1
muffin|1
mufle|1
muflerie|1
muflier|1
mufliers|1
muge|1
mugir|1
mugissement|1
muid|1
muids|1
mulassière|1
mule|1
mulet|1
mulot|1
mulsion|1
multicellulaire|1
multicolore|1
multicoque|1
multidimensionnel|1
multidisciplinaire|1
multiforme|1
multilatéral|1
multilatéraux|1
multilingue|1
multilinguisme|1
multinational|1
multinationaux|1
multiple|1
multiples|1
multiplicateur|1
multiplication|1
multiplicité|1
multiplier|1
multitude|1
mulâtre|1
muni|1
municipal|1
municipalité|1
munificence|1
munificent|1
munir|1
munition|1
munitionnaire|1
muqueuse|1
mur|1
muraille|1
murer|1
muret|1
muretin|1
murette|1
murmurant|1
murmure|1
murmurer|1
muré|1
musard|1
musarder|1
muscadin|1
muscari|1
muscat|1
muscle|1
muscler|1
muscles|1
musclé|1
musclée|1
musculation|1
musculature|1
musculeuse|1
musculeux|1
muse|1
museau|1
museler|1
muselière|1
musellement|1
muser|1
musette|1
music-hall|1
musical|1
musicale|1
musicalement|1
musicien|1
musicienne|1
musique|1
musser|1
mussitation|1
musulman|1
musée|1
musée de sciences naturelles|1
muséum|1
mutation|1
mutationnisme|1
mutationniste|1
muter|1
mutilation|1
mutiler|1
mutilé|1
mutin|1
mutine|1
mutiner|1
mutinerie|1
mutisme|1
mutité|1
mutualisme|1
mutualité|1
mutuel|1
mutuelle|1
mutuellement|1
mutuels|1
muté|1
mygale|1
myopotame|1
myosis|1
myosotis|1
myriade|1
myriapode|1
myrmidon|1
myrte épineux|1
myrtille|1
mysticisme|1
mystifiant|1
mystificateur|1
mystification|1
mystificatrice|1
mystifier|1
mystique|1
mystère|1
mystérieusement|1
mystérieux|1
mythe|1
mythifier|1
mythique|1
mythographe|1
mythologie|1
mythologique|1
mythologue|1
mythomane|1
mythomanie|1
mytiliculteur|1
mytiliculture|1
myxoedème|1
myélome|1
mâchage|1
mâche|1
mâchefer|1
mâchement|1
mâcher|1
mâcheur|1
mâchicoulis|1
mâchoire|1
mâchonnement|1
mâchonner|1
mâchouiller|1
mâchurer|1
mâché|1
mâle|1
mânes|1
mât|1
mâtin|1
mâtiner|1
mâtines|1
mâtiné|1
mèche|1
mère|1
mère-grand|1
méandre|1
méat|1
mécanicien|1
mécanicienne|1
mécanique|1
mécaniquement|1
mécaniques|1
mécanisation|1
mécaniser|1
mécanisme|1
mécano|1
méchamment|1
méchanceté|1
méchant|1
méchante|1
méchoui|1
mécompte|1
méconnaissable|1
méconnaissables|1
méconnaissance|1
méconnaître|1
méconnu|1
mécontent|1
mécontente|1
mécontentement|1
mécontenter|1
mécréant|1
mécène|1
mécénat|1
médaille|1
médailler|1
médailliste|1
médecin|1
médecin-pharmacien|1
médecine|1
médiamat|1
médianoche|1
médiat|1
médiateur|1
médiation|1
médiator|1
médiatrice|1
médical|1
médicalement|1
médicament|1
médication|1
médicaux|1
médicinal|1
médicinaux|1
médiocre|1
médiocrement|1
médiocrité|1
médire|1
médisance|1
médisant|1
médisante|1
méditatif|1
méditation|1
médite|1
méditer|1
méditerranéen|1
médium|1
médius|1
médiéval|1
médiévaux|1
médoc|1
médullaire|1
médusant|1
méduser|1
médusé|1
méfait|1
méfiance|1
méfiant|1
méfiante|1
mégalithe|1
mégalomane|1
mégalomanie|1
mégalopole|1
mégaphone|1
mégapole|1
mégaptère|1
mégarde|1
mégisserie|1
mégissier|1
mégot|1
mégoter|1
mégère|1
méhari|1
méiose|1
méjuger|1
mélancolie|1
mélancolique|1
mélancoliquement|1
mélange|1
mélangeant|1
mélanger|1
mélanges|1
mélangeur|1
mélangé|1
mélanique|1
mélanisme|1
mélanodermie|1
mélasse|1
méli-mélo|1
mélilot|1
mélisse|1
mélitte|1
mélodie|1
mélodieuse|1
mélodieusement|1
mélodieux|1
mélodramatique|1
mélopée|1
mélèze|1
méléagrine|1
mémento|1
mémoire|1
mémoire morte|1
mémoire vive|1
mémoires|1
mémorable|1
mémorandum|1
mémorialiste|1
mémorisation|1
mémoriser|1
mémère|1
mémé|1
ménade|1
ménage|1
ménagement|1
ménager|1
ménagerie|1
ménagère|1
ménestrel|1
méninge|1
ménorragie|1
ménure|1
ménures|1
méphistophélique|1
méphitique|1
méplat|1
méprendre|1
mépris|1
méprisable|1
méprisant|1
méprisante|1
méprise|1
mépriser|1
méridienne|1
méridional|1
méritant|1
mérite|1
mériter|1
méritoire|1
mérité|1
mérycisme|1
mésange|1
mésaventure|1
mésaventures|1
mésentente|1
mésestime|1
mésestimer|1
mésintelligence|1
mésolithique|1
mésuser|1
métachronisme|1
métairie|1
métal|1
métallisation|1
métalliser|1
métallo|1
métallophone|1
métallurgie|1
métallurgique|1
métallurgiste|1
métamorphosable|1
métamorphose|1
métamorphoser|1
métaphore|1
métaphorique|1
métaphoriquement|1
métaphysicien|1
métaphysique|1
métayage|1
métayer|1
métayère|1
métempsycose|1
méthode|1
méthode Coué|1
méthodique|1
méthodiquement|1
méthodiste|1
méthodologie|1
méticuleusement|1
méticuleux|1
méticulosité|1
métier|1
métis|1
métissage|1
métisser|1
métissé|1
métonymie|1
métrage|1
métrer|1
métreur|1
métrique|1
métro|1
métropole|1
métropolitain|1
métropolite|1
métré|1
métèque|1
météore|1
météoriser|1
météorisme|1
météorite|1
météorologique|1
météorologue|1
mévente|1
mêle-tout|1
mêler|1
mêlé|1
mêlée|1
même|1
